"Código del Producto","Grupo de Productos","Unidad de Medida (UdM) predeterminada","Permitir Inventario Negativo","Nombre del Producto","Mantener Stock","Precio de venta estándar"
"PP022","Polipropileno","Unidad","1","BOLSA ADHESIVA 20 X 29 X 100 UND","1","6200.0"
"VR055","Varios","Unidad","1","BOMBA DESTAQUEADORA","1","44000.0"
"D137","Desechables","Unidad","1","COPA SALSERA CARTON 1.5 OZ CON TAPA X 50 UND","1","20800.0"
"V042-1","Vasos Desechables","Unidad","1","COPA VENECIANA 3 OZ X 10 UND CON TAPA","1","3800.0"
"J007-1","Jabones","Unidad","1","SUPER ROMBO X 3 UND","1","61800.0"
"J028-2","Jabones","Unidad","1","DETERGENTE LAVANDA 20 LITROS","1","121900.0"
"J019-3","Jabones","Unidad","1","JIRAX NEUTRO X 4 LITROS","1","25600.0"
"P028-1","Papelería","Unidad","1","TALONARIO EGRESO EFECTIVO","1","3300.0"
"CI026-4","Varios","Unidad","1","PISTOLA PARA SILICONA BARRA DELGADA","1","9800.0"
"T044-2","Bolsa Transparente","Unidad","1","BOLSA AL VACIO NYLON 20 X 30 X 100UN","1","29200.0"
"T044-1","Bolsa Transparente","Unidad","1","BOLSA AL VACIO NYLON 20 X 35 X 200UN","1","94300.0"
"AP021-2","Aseo Personal","Unidad","1","CEPILLO ORAL B X UNIDAD","1","7500.0"
"AP021-1","Aseo Personal","Unidad","1","CEPILLO ORAL B X 5 UND","1","34500.0"
"UC012","Varios","Unidad","1","ESPONJILLA DE BRILLO SAN JORGE","1","3400.0"
"D085-1","Desechables","Unidad","1","SERVILLETA SEDAMAX X 300 UND","1","4200.0"
"D085","Desechables","Unidad","1","SERVILLETA SEDAMAX 300 CAJA DE 15 PAQUETES","1","0.0"
"J019-2","Jabones","Unidad","1","JIRAX LIQUIDO X 4 LITROS","1","26500.0"
"J017-1","Jabones","Unidad","1","JIRAX LIQUIDO X 500 GRS","1","4100.0"
"UC009-1","Varios","Unidad","1","TOALLA DE MANOS RENDIPEL 450","1","18900.0"
"MP050","Materia Prima","Unidad","1","TUBULAR 31 NEGRO C2.5","1","0.0"
"PM022","Plástico por Metros","Metro","1","TUBULAR 20 BLANCO ALTA DENSIDAD","1","0.0"
"D023-3","Desechables","Unidad","1","BANDEJA #1 X 20 UNIDADES","1","2200.0"
"PP013","Polipropileno","Unidad","1","POLIPROPILENO 12 X 18","1","0.0"
"MP062","Materia Prima","Unidad","1","TUBULAR 24 NEGRO C1.1","1","0.0"
"AP004-4","Aseo Personal","Unidad","1","PRESTOBARBA SCHICK 4 HOJAS HOMBRE X 10 UND","1","43500.0"
"AP004-3","Aseo Personal","Unidad","1","PRESTOBARBA SCHICK 4 HOJAS MUJER X 10 UND","1","43500.0"
"VR027-1","Varios","Unidad","1","STRECH INDUSTRIAL X 15 CM NEGRO","1","12200.0"
"CI026-3","Varios","Unidad","1","SILICONA EN BARRA DELGADA","1","500.0"
"D136-1","Desechables","Unidad","1","PLATO TERMICO BIODEGRADABLE 23 CM X 20 CM","1","6500.0"
"D135-1","Desechables","Unidad","1","PLATO TERMICO BIODEGRADABLE 30 OZ X 20 UND","1","8200.0"
"D136","Desechables","Unidad","1","CAJA PARA ALIMENTOS 26 ONZAS X 50 UND","1","26900.0"
"D135","Desechables","Unidad","1","CAJA PARA ALIMENTOS 45 ONZAS X 50 UND","1","32700.0"
"D134-1","Desechables","Unidad","1","PLATO TERMICO BIODEGRABALE 15.5 CM X 20 UND","1","3200.0"
"VV026","Velas","Unidad","1","VELON 7 POTENCIAS","1","9300.0"
"P024-3","Papelería","Unidad","1","TIJERAS","1","8400.0"
"P024-2","Papelería","Unidad","1","LAPICERO OFFIESCO RETRACTIL 0.7 X CAJA","1","10800.0"
"BA011","Bolsas Basura Negras","Unidad","1","ROLLO PARAFINADO IMPRESO 50 METROS","1","21600.0"
"BA010","Bolsas Basura Negras","Unidad","1","ROLLO PARAFINADO IMPRESO 10 METROS","1","4500.0"
"BA009","Bolsas Basura Negras","Unidad","1","BOLSA DE ALUMINIO 14 X 18 X 100","1","14800.0"
"P125-2","Papelería","Unidad","1","BANDEJA 1 PUESTO NEGRA CON TAPA X 20 UND","1","16200.0"
"PP021","Polipropileno","Unidad","1","BOLSA ADHESIVA 30X40 X 100UND","1","15400.0"
"PP020","Polipropileno","Unidad","1","BOLSA ADHESIVA 25 X 33 X 100 UND","1","11600.0"
"PP019","Polipropileno","Unidad","1","BOLSA ADHESIVA 8 X 12 X 100 UND","1","4600.0"
"N013","Nevera","Unidad","1","NEVERA 1 LITRO","1","0.0"
"N014","Nevera","Unidad","1","NEVERA 7 LITROS","1","18400.0"
"PP018","Polipropileno","Unidad","1","BOLSA ADHESIVA 35 X 45 X 100 UND","1","18800.0"
"PP017","Polipropileno","Unidad","1","BOLSA ADHESIVA 15 X 25 X 100 UND","1","5200.0"
"PP016","Polipropileno","Unidad","1","BOLSA ADHESIVA 12 X 18 X 100 UND","1","5900.0"
"PP015","Polipropileno","Unidad","1","BOLSA ADHESIVA 23 X 33 X 100UND","1","9900.0"
"V047","Vasos Desechables","Unidad","1","VASO 5 OZ TTE X 50","1","2600.0"
"V035-4","Vasos Desechables","Unidad","1","VASO MUNDIAL 12 OZ X 20 UND","1","8000.0"
"D150","Desechables","Unidad","1","TAPA BOWL 750 CC Y 100CC X 50 UND","1","20000.0"
"D149-1","Desechables","Unidad","1","BOWL DE BAMBOO 1000CC X 50 UND","1","31800.0"
"D149","Desechables","Unidad","1","BOWL DE BAMBOO 750CC X 50 UND","1","27200.0"
"V038-3","Vasos Desechables","Unidad","1","VASO 10 OZ ICOPOR X 20","1","4900.0"
"V038-2","Vasos Desechables","Unidad","1","VASO 16 OZ ICOPOR X 20","1","10500.0"
"J012-3","Jabones","Unidad","1","LIMPIAPISOS X 10 LITROS","1","45000.0"
"J026-5","Jabones","Unidad","1","DETERGENTE BEBE 4 LITROS","1","30200.0"
"J028-1","Jabones","Unidad","1","DETERGENTE LAVANDA-BEBE 10 LITROS","1","64500.0"
"D042-3","Desechables","Unidad","1","TAPA PLANA PARA VASO RESQ 9-12-16-20 OZ X 50 UND","1","9900.0"
"VR045-1","Varios","Unidad","1","CUCHILLA REPUESTO BISTURI X 10 UND","1","2000.0"
"CI026-2","Varios","Unidad","1","SILICONA LIQUIDA 100ML","1","3600.0"
"CI026-1","Varios","Unidad","1","PISTOLA PARA SILICONA BARRA GRUESA","1","14200.0"
"CI026","Varios","Unidad","1","SILICONA EN BARRA GRUESA","1","800.0"
"CI025","Varios","Unidad","1","DISPENSADOR CINTA ANCHA","1","18400.0"
"P021-3","Papelería","Unidad","1","MARCADOR PARA BILLETE","1","3500.0"
"P037-2","Papelería","Unidad","1","CHISPAS PRECIO PEQUEÑA X 100","1","9200.0"
"P037-1","Papelería","Unidad","1","CHISPAS PRECIO EXTRA GRANDE X 100","1","26000.0"
"D035-3","Desechables","Unidad","1","TAPA VASO 12 TRANSPARENTE","1","5400.0"
"UC011","Varios","Unidad","1","GUANTE DE NITRILO TALLA L M S","1","22100.0"
"D052-2","Desechables","Unidad","1","CRISTAFLEX X 300 METROS (PAPEL CHICLE)","1","15000.0"
"D052-1","Desechables","Unidad","1","BOLSA ALUMINIO PIZZA","1","6000.0"
"VV046","Velas","Unidad","1","VELA DESEOS NAVIDAD","1","12700.0"
"VV045","Velas","Unidad","1","VELON NAVIDAD","1","10800.0"
"VR057","Varios","Unidad","1","CARBÓN 5 LIBRAS","1","13400.0"
"VV0046","Velas","Unidad","1","VELON MADRES","1","10900.0"
"VR056","Varios","Unidad","1","MAQUINA CHEQUEADORA DE BILLETES","1","58000.0"
"CI024","Varios","Unidad","1","CINTA TRANSPARENTE DE 1 PULGADA","1","1200.0"
"V035-3","Vasos Desechables","Unidad","1","TAPA VASO 5 - 6 Y 7 OZ X 50","1","3400.0"
"P035-1","Papelería","Unidad","1","LAPIZ MIRADO ROJO X 12 UND","1","20200.0"
"P035","Papelería","Unidad","1","LAPIZ MIRADO ROJO X UNIDAD","1","2000.0"
"UC010","Varios","Unidad","1","LIMPIDO BLANQUEADOR 1800 ML","1","3200.0"
"VR054","Varios","Unidad","1","RECARGADOR DE GAS ENCENDEDOR LLAMA","1","2500.0"
"VR053","Varios","Unidad","1","ENCENDEDOR LLAMA MINI RETRACTIL","1","4200.0"
"D133","Desechables","Unidad","1","CONTENEDOR REUTILIZABLE CIRCULAR X UNIDAD","1","2000.0"
"RK015","Rollo por Kilos","Kg","1","ROLLO MARQUESINA ABRE A 10 CALIBRE 8","1","27400.0"
"PM021","Plástico por Metros","Metro","1","TELA BLANCA CUBRESUELOS ABRE A 3.80 METROS","1","16900.0"
"P037","Papelería","Unidad","1","CHISPAS PRECIOS GRANDE X 100","1","22100.0"
"J028","Jabones","Unidad","1","DETERGENTE 4 LITROS LAVANDA","1","30200.0"
"J019-1","Jabones","Unidad","1","LAVAPLATOS LIQUIDO 4 LITROS","1","34500.0"
"VR052","Varios","Unidad","1","BOMBILLO 12 W","1","3900.0"
"VR051","Varios","Unidad","1","BOMBILLO 9 W","1","2800.0"
"VR050","Varios","Unidad","1","BOMBILLO 15 W","1","4600.0"
"D132","Desechables","Unidad","1","PITILLO JUMBO X 250","1","24400.0"
"D131","Desechables","Unidad","1","TARRINA 12 ONZAS CON TAPA X 25","1","14800.0"
"D126","Desechables","Unidad","1","JL1 X 20","1","8200.0"
"VR049","Varios","Unidad","1","ENCENDEDOR PISTOLA","1","5600.0"
"VR048","Varios","Unidad","1","ENCENDEDOR METEORO","1","5300.0"
"VR047","Varios","Unidad","1","ENCENDEDOR FLEXIBLE","1","8400.0"
"D139","Desechables","Unidad","1","MEZCLADOR DE LICOR LARGO X 100 UND","1","14800.0"
"D138","Desechables","Unidad","1","MEZCLADOR DE LICOR CORTO X 100 UND","1","8900.0"
"J026-4","Jabones","Unidad","1","DOYPACK DETERGENTE LAVANDA 2 LITROS","1","14800.0"
"CI006","Varios","Unidad","1","CINTA PARA INJERTAR X 200","1","11200.0"
"VR044","Varios","Unidad","1","STRECH INDUSTRIAL X 15 cm       TTE","1","9800.0"
"D130","Desechables","Unidad","1","CAPACILLO X 100 UND","1","2600.0"
"D0126","Desechables","Unidad","1","BASE 33 CM DOMO CIRCULAR X UNIDAD","1","5500.0"
"D119-1","Desechables","Unidad","1","DOMO PLATO PANDO #23 X UNIDAD","1","1300.0"
"D005-4","Desechables","Unidad","1","PLATO PANDO 23 NEGRO X UNIDAD","1","400.0"
"D129","Desechables","Unidad","1","COPA 1.5 OZ SALSERA PEQUEÑA X 50 UND","1","2900.0"
"D122-1","Desechables","Unidad","1","VISUALPACK MIAMI 5 X 5 X 20 UND","1","17800.0"
"VR037","Varios","Unidad","1","PLEGADIZA SUELTA","1","430.0"
"P125-1","Papelería","Unidad","1","BANDEJA 3 PUESTOS NEGRA CON TAPA X UNIDAD","1","2000.0"
"P024-1","Papelería","Unidad","1","LAPICERO X UNIDAD","1","1000.0"
"P125","Papelería","Unidad","1","BANDEJA 3 PUESTOS NEGRA CON TAPA X 20 UND","1","27400.0"
"P011-2","Papelería","Unidad","1","GRAPADORA BOSTITCH PC6","1","0.0"
"D125-1","Desechables","Unidad","1","BASE 17CM DOMO CIRCULAR X UNIDAD","1","1900.0"
"D125","Desechables","Unidad","1","BASE 21 CM DOMO RECTANGULAR X UNIDAD","1","2700.0"
"D124-1","Desechables","Unidad","1","VISUALPACK 2 CUPCAKES - MUFFINS X 20 UND","1","26700.0"
"D124","Desechables","Unidad","1","TAPA VASO 3.5 Y COPA 1.5 SALSERA TTE X 50","1","2900.0"
"CI016","Varios","Unidad","1","CINTA COLORES X 100 METROS","1","5900.0"
"D123-1","Desechables","Unidad","1","MINI PACK L BISAGRA X 10 UND","1","12200.0"
"D123","Desechables","Unidad","1","MINI PACK L BISAGRA CAJA X 200 UND","1","225700.0"
"D122","Desechables","Unidad","1","VISUALPACK CUPCAKES - MUFFINS X 20 UND","1","13200.0"
"D121","Desechables","Unidad","1","DOMO PLATO PANDO # 15.5 Y 12 OZ HONDO X 20","1","11500.0"
"D118-1","Desechables","Unidad","1","BASE 28 CM DOMO CIRCULAR X UNIDAD","1","3800.0"
"D118","Desechables","Unidad","1","BASE 20.5 CM DOMO RECTANGULAR X UNIDAD","1","1800.0"
"D117-1","Desechables","Unidad","1","BASE 25.5 CM DOMO CIRCULAR X UNIDAD","1","3700.0"
"D117","Desechables","Unidad","1","SAFETYPLUS 12 OZ X 10 UND","1","8000.0"
"D115-1","Desechables","Unidad","1","BASE 22CM DOMO CIRCULAR X UNIDAD","1","3000.0"
"D115","Desechables","Unidad","1","BASE 22 CM DOMO CIRCULAR CAJA X 50","1","137200.0"
"AP022","Aseo Personal","Unidad","1","PAPEL HIGIENICO FAMILIA X 12 ROLLOS","1","25500.0"
"D076-4","Desechables","Unidad","1","SERVILLETA FAMILIA X 200","1","2600.0"
"D076-3","Desechables","Unidad","1","SERVILLETA FAMILIA X 450","1","7400.0"
"D005-3","Desechables","Unidad","1","PLATO PANDO 23 X 20 NEGRO","1","6500.0"
"J009-3","Jabones","Unidad","1","MAXIMO BARRA X UNIDAD","1","3200.0"
"UC004-2","Varios","Unidad","1","CAUCHO OLLA SILICONADO X 10","1","21000.0"
"AP004-2","Aseo Personal","Unidad","1","PRESTOBARBA SCHICK X UNIDAD","1","4600.0"
"D047-1","Desechables","Unidad","1","CAJA PERRO TIMBRADA X 20","1","3000.0"
"D050-1","Desechables","Unidad","1","CAJA HAMBURGUESA TIMBRADA X 20","1","3000.0"
"UC004-1","Varios","Unidad","1","CAUCHO OLLA SILICONADO UNIDAD","1","2300.0"
"VR038-2","Varios","Unidad","1","CANDELERA GOLPE Y MARTILLO X UNIDAD","1","1000.0"
"D120","Desechables","Unidad","1","SELLOPLUS 12 OZ TAPA ALTA X 25","1","21600.0"
"D119","Desechables","Unidad","1","DOMO PLATO PANDO # 23 X 20","1","25300.0"
"D030-3","Desechables","Unidad","1","BASE 17 CON DOMO VISUAL  X UNIDAD","1","2100.0"
"D030-2","Desechables","Unidad","1","BASE 17 CON DOMO VISUAL CAJA X 50 UND UND","1","83300.0"
"D042-2","Desechables","Unidad","1","TAPA ESPUMADA MOLDE LASAÑA 16 OZ X 20","1","3400.0"
"D076-2","Desechables","Unidad","1","SERVILLETA FAMILIA X 600","1","11200.0"
"VV029","Velas","Unidad","1","VELON  # 22 MORADO","1","3000.0"
"V003-2","Vasos Desechables","Unidad","1","VASO COLORES 12 OZ X 12 UND","1","7700.0"
"D044-2","Desechables","Unidad","1","MOLDE ALUMINIO 104 OZ (OFICIO)","1","2800.0"
"D044-1","Desechables","Unidad","1","MOLDE ALUMINIO 68 OZ (CARTA)","1","2400.0"
"D118-2","Desechables","Unidad","1","CONTENEDOR TRIANGULO X 25 UND","1","14900.0"
"D117-2","Desechables","Unidad","1","DOMO BANDEJA # 1 X 25 UND","1","14800.0"
"D023-2","Desechables","Unidad","1","BANDEJA # 1 NEGRA X 25 UNIDADES","1","3000.0"
"P029-4","Papelería","Unidad","1","TALONARIO RIFA GRANDE","1","2200.0"
"P029-3","Papelería","Unidad","1","TALONARIO RIFA PEQUEÑO","1","1400.0"
"P014-2","Papelería","Unidad","1","GANCHO EXTRAFINO TRITON (5.000)","1","21500.0"
"BA007-2","Bolsas Basura Negras","Unidad","1","ROLLO PARAFINADO 100 MTS BLANCO","1","27800.0"
"BA007-1","Bolsas Basura Negras","Unidad","1","ROLLO PARAFINADO  50 MTS BLANCO","1","14500.0"
"P001-3","Papelería","Unidad","1","ROLLO 1110 BLANCO-AMARILLO","1","1300.0"
"J012-2","Jabones","Unidad","1","LIMPIAPISOS JIRAFA 500 ML","1","2800.0"
"BC053-1","Bolsas de Colores","Unidad","1","24 X 34 BLANCA CALIBRE 1.5 X 10","1","6900.0"
"D114","Desechables","Unidad","1","CONTENEDOR DOBLE USO 24 OZ CON TAPA X 25","1","23200.0"
"D0015","Desechables","Unidad","1","CONTENEDOR CANOA RESQ X 25 UND","1","8100.0"
"D113","Desechables","Unidad","1","VASO RESQ 16 OZ X 12 UND","1","5600.0"
"D112","Desechables","Unidad","1","VASO RESQ 12 OZ X 12 UND","1","4700.0"
"D111","Desechables","Unidad","1","VASO RESQ 9 OZ X 12 UND","1","4400.0"
"D110","Desechables","Unidad","1","TAPA DOMO PARA VASO RESQ 9-12-16-20 OZ X 50 UND","1","10600.0"
"D109","Desechables","Unidad","1","TAPA DOMO - PLANA PARA VASO RESQ 9-12-16 OZ X 12 UND","1","2700.0"
"D045-3","Desechables","Unidad","1","CONTENEDOR 4 DIVISIONES RESQ NEGRO CON TAPA X UND","1","3900.0"
"D042-1","Desechables","Unidad","1","TAPA CRISTAL MOLDE LASAÑA 16 OZ X 20","1","6900.0"
"P029-2","Papelería","Unidad","1","TALONARIO AUTOCOPIANTE GRANDE","1","5000.0"
"D045-2","Desechables","Unidad","1","CONTENEDOR DOBLE USO 16 OZ CON TAPA X 25","1","21700.0"
"D015-2","Desechables","Unidad","1","TRIPLETA CON SERVILLETA X 50","1","14700.0"
"D024-2","Desechables","Unidad","1","BANDEJA # 25 X 20","1","18700.0"
"D108","Desechables","Unidad","1","TAPA DOMO PARA VASO X 32","1","12300.0"
"CI023","Varios","Unidad","1","CINTA MARQUESINA 4 PULGADAS","1","27900.0"
"D107","Desechables","Unidad","1","CONTENEDOR REUTILIZABLE NEGRO X 10 UND","1","13700.0"
"D106","Desechables","Unidad","1","TAPA COPA PANDA 3 OZ X 100","1","7200.0"
"D105","Desechables","Unidad","1","COPA PANDA 3 OZ X 100","1","9600.0"
"VR019-1","Varios","Unidad","1","METRO TRIPA POLLO","1","200.0"
"P029-1","Papelería","Unidad","1","TALONARIO AUTOCOPIANTE MEDIANO","1","3200.0"
"D116","Desechables","Unidad","1","PITILLO CUCHARA X 200","1","15800.0"
"AP019","Aseo Personal","Unidad","1","GORRO ORUGA BLANCO X 100","1","15200.0"
"D103","Desechables","Unidad","1","J2 BIODEGRADABLE X 20","1","11800.0"
"CI015","Varios","Unidad","1","CINTA AISLANTE","1","1600.0"
"J012-1","Jabones","Unidad","1","LIMPIAPISOS 4 LITROS","1","17200.0"
"J012","Jabones","Unidad","1","LIMPIAPISOS 1 LITRO","1","5200.0"
"RK014","Rollo por Kilos","Kg","1","ROLLO MARQUESINA ABRE 8 METROS CALIBRE 7 (0.76m)","1","27400.0"
"D104","Desechables","Unidad","1","J2 BIODEGRADABLE A GRANEL X 200","1","85000.0"
"D022-4","Desechables","Unidad","1","MEZCLADOR PLANO DE MADERA X 500","1","4200.0"
"D097","Desechables","Unidad","1","J1 A GRANEL BIODEGRADABLE","1","65000.0"
"D096","Desechables","Unidad","1","J1 X 20 BIODEGRADABLE","1","11800.0"
"BP018","Bolsas de Papel","Unidad","1","BOLSA DE PAPEL FARMACIA 110","1","4000.0"
"PM019-2","Plástico por Metros","Metro","1","POLISOMBRA AL 80% ABRE A 4 METROS","1","6900.0"
"V020-2","Vasos Desechables","Unidad","1","VELA 30 X 15 COLOR","1","5000.0"
"PM024","Plástico por Metros","Metro","1","MARQUESINA (CALIBRE 8) ABRE A 10 METROS","1","49000.0"
"D095","Desechables","Unidad","1","P3 X 10 BAGAZO DE CAÑA","1","12200.0"
"D094","Desechables","Unidad","1","J2 X 10 BAGAZO DE CAÑA","1","14700.0"
"D093","Desechables","Unidad","1","TAPA CONTENEDOR 16 ONZAS X 25 BAMBOO","1","0.0"
"D092","Desechables","Unidad","1","CONTENEDOR 16 OZ CON TAPA X 25 BAMBOO","1","32700.0"
"NR032-2","Negro Recuperado","Unidad","1","30 X 45 ENCILAR PASTO X 20","1","48000.0"
"C029","Cargaderas","Unidad","1","T20 BLANCA BIODEGRADABLE","1","4000.0"
"C028","Cargaderas","Unidad","1","T20 NEGRA BIODEGRADABLE","1","4000.0"
"BP017","Bolsas de Papel","Unidad","1","BOLSA DE PAPEL 25 LIBRAS","1","30500.0"
"MP079","Materia Prima","Unidad","1","TUBULAR 18 ROJO ALTA C 1.1","1","0.0"
"C027","Cargaderas","Unidad","1","T40 BLANCA BIODEGRADABLE","1","11900.0"
"C026","Cargaderas","Unidad","1","T30 NEGRA BIODEGRADABLE","1","10000.0"
"C025","Cargaderas","Unidad","1","T30 BLANCA BIODEGRADABLE","1","10000.0"
"C024","Cargaderas","Unidad","1","T25 BLANCA BIODEGRADABLE","1","6300.0"
"C023","Cargaderas","Unidad","1","T25 NEGRA BIODEGRADABLE","1","5200.0"
"PM002-2","Plástico por Metros","Metro","1","MARQUESINA (CALIBRE 8) ABRE A 6 METROS","1","28400.0"
"PM003-3","Plástico por Metros","Metro","1","MARQUESINA (CALIBRE 8) ABRE A 8 METROS","1","38500.0"
"PM012-2","Plástico por Metros","Metro","1","NEGRO (CALIBRE 8) ABRE A 8 METROS","1","26400.0"
"CI014","Varios","Unidad","1","CINTA AISLANTE NEGRA","1","1200.0"
"NR041","Negro Recuperado","Unidad","1","37 X 51 X 1 BASURA","1","1400.0"
"VV044","Velas","Unidad","1","VELON CIRIO # 22","1","30000.0"
"BC053","Bolsas de Colores","Unidad","1","24 X 34 BLANCA CALIBRE 1.5 X 50","1","31400.0"
"T009-1","Bolsa Transparente","Unidad","1","3 X 14 CAL.1,5 Pqt*250(PULPA)","1","12700.0"
"MP074","Materia Prima","Unidad","1","TUBULAR 24 BLANCO ALTA C.12","1","0.0"
"MP073","Materia Prima","Unidad","1","TUBULAR 23 TRANSPARENTE ALTA","1","0.0"
"J009-2","Jabones","Unidad","1","MAXIMO LIQUIDO 4 LITROS","1","21500.0"
"S001","Services","Unidad","1","SERVICIO DE FLETE","0","0.0"
"D039-2","Desechables","Unidad","1","P1 A GRANEL X 200","1","105000.0"
"BO037-1","Bolsas Blancas","Unidad","1","24 X34 X 10 UNIDADES","1","2500.0"
"MP067","Materia Prima","Unidad","1","TUBULAR 24+3+3 BLANCO","1","0.0"
"MP061","Materia Prima","Unidad","1","TUBULAR 24+3+3 ROJO","1","0.0"
"MP060","Materia Prima","Unidad","1","TUBULAR 24 4+4 (1.20) NARANJA","1","0.0"
"MP058","Materia Prima","Unidad","1","TUBULAR 32 (1.0) VERDE","1","0.0"
"MP055","Materia Prima","Unidad","1","TUBULAR 24  VERDE","1","0.0"
"MP054","Materia Prima","Unidad","1","TUBULAR 24  ROJO","1","0.0"
"MP051","Materia Prima","Unidad","1","TUBULAR 1.3 (JUMBO)","1","0.0"
"MP049","Materia Prima","Unidad","1","TUBULAR 14 VERDE","1","0.0"
"MP048","Materia Prima","Unidad","1","TUBULAR 22 TRANSPARENTE (2)","1","0.0"
"MP047-1","Materia Prima","Unidad","1","TUBULAR 30 ROJO AD","1","0.0"
"MP047","Materia Prima","Unidad","1","TUBULAR 30  BLANCO A.D","1","0.0"
"MP046","Materia Prima","Unidad","1","TUBULAR 20 TRANSPARENTE (2)","1","0.0"
"MP045","Materia Prima","Unidad","1","TUBULAR 26 BLANCO","1","0.0"
"MP044","Materia Prima","Unidad","1","TUBULAR 14 BLANCO","1","0.0"
"MP043","Materia Prima","Unidad","1","TUBULAR 12 BLANCO","1","0.0"
"MP042","Materia Prima","Unidad","1","TUBULAR 10 BLANCO","1","0.0"
"MP041","Materia Prima","Unidad","1","TUBULAR 8 BLANCO","1","0.0"
"MP040","Materia Prima","Unidad","1","TUBULAR 28 TRANSPARENTE BAJA (1.5)","1","0.0"
"MP039","Materia Prima","Unidad","1","TUBULAR 24 TRANSPARENTE BAJA(1.5)","1","0.0"
"MP038","Materia Prima","Unidad","1","TUBULAR 22 TRANSPARENTE BAJA (1.5)","1","0.0"
"MP037","Materia Prima","Unidad","1","TUBULAR 20  (1.5) T.B.D","1","0.0"
"MP036","Materia Prima","Unidad","1","TUBULAR 18  (2.0) T.B.D","1","0.0"
"MP035","Materia Prima","Unidad","1","TUBULAR 18  (1.5) T.B.D","1","0.0"
"MP034","Materia Prima","Unidad","1","TUBULAR 12 TRANSPARENTE BAJA(1.5)","1","0.0"
"MP033","Materia Prima","Unidad","1","TUBULAR 24 TRANSPARENTE BAJA (0.70)","1","0.0"
"MP032","Materia Prima","Unidad","1","TUBULAR 22 TRANSPARENTE BAJA (0.70)","1","0.0"
"MP031","Materia Prima","Unidad","1","TUBULAR 20 TRANSPARENTE BAJA (0.70)","1","0.0"
"MP030","Materia Prima","Unidad","1","TUBULAR 18  T.B.D","1","0.0"
"MP029","Materia Prima","Unidad","1","TUBULAR 16 TRANSPARENTE BAJA (0.70)","1","0.0"
"MP028","Materia Prima","Unidad","1","TUBULAR 14 TRANSPARENTE BAJA (0.70)","1","0.0"
"MP027","Materia Prima","Unidad","1","TUBULAR 20 TRANSPARENTE ALTA","1","0.0"
"MP026","Materia Prima","Unidad","1","TUBULAR 18 TRANSPARENTE ALTA (0.35)","1","0.0"
"MP025","Materia Prima","Unidad","1","TUBULAR 16 TRANSPARENTE ALTA (0.35)","1","0.0"
"MP024","Materia Prima","Unidad","1","TUBULAR 14 TRANSPARENTE ALTA (0.35)","1","0.0"
"MP023","Materia Prima","Unidad","1","TUBULAR 12 TRANSPARENTE ALTA (0.35)","1","0.0"
"MP022","Materia Prima","Unidad","1","TUBULAR 11  T.A.D","1","0.0"
"MP021","Materia Prima","Unidad","1","TUBULAR 9 TRANSPARENTE OPACA CALIBRE (0.35)","1","0.0"
"MP020","Materia Prima","Unidad","1","TUBULAR 16.5+1 NR (13 X 21)","1","0.0"
"MP019","Materia Prima","Unidad","1","TUBULAR 28+4+4C 1.3(37 X 51)","1","0.0"
"MP018","Materia Prima","Unidad","1","TUBULAR 8 +2+2 NEGRO RECUPERADO CALIBRE (3)","1","0.0"
"MP017","Materia Prima","Unidad","1","TUBULAR 30 ENCILAR NEGRORECUPERADOCALIBRE (2.5)","1","0.0"
"MP016","Materia Prima","Unidad","1","TUBULAR 26 NR CALIBRE(0.90)(26 X 40)","1","0.0"
"MP015","Materia Prima","Unidad","1","TUBULAR 24 NEGRO RECUPERADO (8.50)","1","0.0"
"MP014","Materia Prima","Unidad","1","TUBULAR 16 BLANCO ALTA C035","1","0.0"
"MP013","Materia Prima","Unidad","1","TUBULAR 18 NR CALIBRE (0.85)(5X9)(6X9)(4X 9)","1","0.0"
"MP012","Materia Prima","Unidad","1","TUBULAR 16 NR CALIBRE (0.85)(6X8)(5X8)(4X8)","1","0.0"
"MP011","Materia Prima","Unidad","1","TUBULAR 14 NEGRO RECUPERADO CALIBRE (0.80)(5 X 7)","1","0.0"
"MP010","Materia Prima","Unidad","1","TUBULAR 12 NEGRO RECUPERADO CALIBRE (0.80)","1","0.0"
"MP009","Materia Prima","Unidad","1","TUBULAR 20 NEGRO CALIBRE (O,55)","1","0.0"
"MP008","Materia Prima","Unidad","1","TUBULAR 16 NEGRO CALIBRE 0,55-","1","0.0"
"MP007","Materia Prima","Unidad","1","TUBULAR 14 NEGRO (0.55)","1","0.0"
"MP006","Materia Prima","Unidad","1","TUBULAR 20 NEGRO","1","0.0"
"MP005","Materia Prima","Unidad","1","TUBULAR 16 NEGRO","1","0.0"
"MP004","Materia Prima","Unidad","1","TUBULAR 14 NEGRO","1","0.0"
"MP003","Materia Prima","Unidad","1","TUBULAR 12 NEGRO (0.35)","1","0.0"
"MP002","Materia Prima","Unidad","1","TUBULAR 10 NEGRO (0.35)","1","0.0"
"MP001","Materia Prima","Unidad","1","TUBULAR 8 NEGRO CALIBRE 0.35","1","0.0"
"VV025","Velas","Unidad","1","VELON # 22","1","27000.0"
"VV024","Velas","Unidad","1","VELON # 4","1","3600.0"
"VV023","Velas","Unidad","1","VELON  AROMAS X 1","1","6400.0"
"VV022","Velas","Unidad","1","VELON CITRONELA X 1","1","5200.0"
"VV021-1","Velas","Unidad","1","VELA 30 X 8 ROJA","1","5400.0"
